address,price,details
"10 Salinas Ct, Toronto, ON M6B 4L3","C$1,199,000",5 bds4 ba- House for sale
"85 Wood St #502, Toronto, ON M4Y 0E8","C$748,000",2 bds2 ba- Condo for sale
"488 University Ave #3112, Toronto, ON M5G 0C1","C$888,000",1 bd1 ba- Condo for sale
"44 Lavington Dr, Toronto, ON M9R 2H2","C$958,888",3 bds2 ba- House for sale
"18 Yonge St #2413, Toronto, ON M5E 1Z8","C$630,000",2 bds2 ba- Condo for sale
"19 Grand Trunk Cres #2205, Toronto, ON M5J 3A3","C$699,900",1 bd1 ba- Condo for sale
"34 Waxham Rd, Toronto, ON M9W 3L3","C$849,900","4 bds2 ba2,600 sqft- House for sale"
"18 Strader Ave, Toronto, ON M6C 1P9","C$899,000",3 bds3 ba- House for sale
"105 George St #814, Toronto, ON M5A 0L4","C$499,900",1 bd1 ba- Condo for sale
"37 Langfield Cres, Toronto, ON M9V 3L6","C$979,900",4 bds3 ba- House for sale
"200 Manitoba St #511, Toronto, ON M8Y 3Y9","C$599,000",1 bd2 ba- Condo for sale
"300 Front St W #303, Toronto, ON M5V 0E9","C$728,000",1 bd1 ba- Condo for sale
"40 Orchid Place Dr #2, Toronto, ON M1B 0C4","C$613,900",3 bds3 ba- Townhouse for sale
"190 Manitoba St #812, Toronto, ON M8Y 3Y8","C$699,000",2 bds2 ba- Condo for sale
"24 Tarbert Rd, Toronto, ON M2M 2Y2","C$1,698,000",4 bds3 ba- House for sale
"15 Grenville St #710, Toronto, ON M4Y 0B9","C$759,900",2 bds1 ba- Condo for sale
"15 Thornbeck Dr, Toronto, ON M1G 2J7","C$949,900",3 bds2 ba- House for sale
"10 Park Lawn Rd UNIT 3203, Toronto, ON M8V 0H9","C$549,000",1 bd1 ba- Condo for sale
"236 Albion Rd #912, Toronto, ON M9W 6A6","C$365,000",2 bds1 ba- Condo for sale
"180 University Ave #2706, Toronto, ON M5H 0A2","C$2,249,900",2 bds3 ba- Condo for sale
"50 Town Center Ct #2403, Toronto, ON M1P 0A9","C$479,900",1 bd1 ba- Condo for sale
"7 Ellie Dr, Toronto, ON M1G 2G8","C$799,000",3 bds3 ba- House for sale
"75 Queens Wharf Rd #4208, Toronto, ON M5V 0J8","C$599,000",1 bd1 ba- Condo for sale
"28 Rexdale Blvd #17, Toronto, ON M9W 5Z3","C$449,900",3 bds2 ba- Townhouse for sale
"38 Monte Kwinter Ct #217, Toronto, ON M3H 0E1","C$449,000",1 bd1 ba- Condo for sale
"50 Belleville St, Toronto, ON M4E 0A6","C$799,999",2 bds2 ba- Condo for sale
"43 Hisey Cres, Toronto, ON M3N 1T9","C$799,900",3 bds2 ba- House for sale
"8 Rean Dr #806, Toronto, ON M2K 3B9","C$499,900",1 bd1 ba- Condo for sale
"175 Hilda Ave #715, Toronto, ON M2M 1V8","C$619,900",3 bds2 ba- Condo for sale
"3 Harcroft Rd, Toronto, ON M6S 2V8","C$3,999,500",4 bds5 ba- House for sale
"1 Caldy Ct, Toronto, ON M2L 2J5","C$5,775,000",7 bds8 ba- House for sale
"3303 Don Mills Rd #3308, Toronto, ON M2J 4T6","C$659,900",2 bds2 ba- Condo for sale
"199 Pellatt Ave, Toronto, ON M9N 2P5","C$799,000",3 bds1 ba- House for sale
"79 Courcelette Rd, Toronto, ON M1N 2T1","C$1,399,900","3 bds2 ba1,400 sqft- House for sale"
"20 Shore Breeze Dr #401, Toronto, ON M8V 0C7","C$649,900",2 bds2 ba- Condo for sale
"560 Front St W PENTHOUSE 31, Toronto, ON M5V 1C1","C$1,199,900",3 bds2 ba- Condo for sale
"30 Stanley Greene Blvd, Toronto, ON M3K 0A9","C$1,890,000",5 bds4 ba- House for sale
"393 Beechgrove Dr #74, Toronto, ON M1E 2R1","C$589,000",3 bds3 ba- Townhouse for sale
"21 Iceboat Ter #4601, Toronto, ON M5V 4A9","C$599,900",1 bd1 ba- Condo for sale
"339 Leslie St, Toronto, ON M4M 3C8","C$985,900",4 bds2 ba- Townhouse for sale
"39 Brant St UNIT 513, Toronto, ON M5V 0M8","C$619,900",1 bd1 ba- Condo for sale
"40 Belgravia Ave, Toronto, ON M6E 2M5","C$899,900",4 bds3 ba952 sqft- House for sale
"12 Sheila Ct, Toronto, ON M9V 3M4","C$699,900",3 bds2 ba- House for sale
"295 Adelaide St W #2903, Toronto, ON M5V 0L4","C$699,000",1 bd1 ba- Condo for sale
"100 Wingarden Ct #1016, Toronto, ON M1B 2P4","C$405,000",2 bds2 ba- Condo for sale
"9 Eversfield Rd, Toronto, ON M6E 1T6","C$919,000",3 bds2 ba- House for sale
"36 Manor Rd E #6, Toronto, ON M4S 1P8","C$588,000",1 bd1 ba- Condo for sale
"41 Princeton Rd, Toronto, ON M8X 2E3","C$1,899,000",3 bds3 ba- House for sale
"100 Wingarden Ct #1603, Toronto, ON M1B 2P4","C$405,000",2 bds2 ba- Condo for sale
"270 Timberbank Blvd #78, Toronto, ON M1W 2M1","C$729,999",3 bds3 ba- Townhouse for sale
"100 Wingarden Ct #1916, Toronto, ON M1B 2P4","C$405,000",2 bds2 ba- Condo for sale
"9 Cutler Cres, Toronto, ON M8W 2K4","C$1,199,000",3 bds2 ba- House for sale
"32 Treadway Blvd, Toronto, ON M4C 3H5","C$2,100,000",4 bds5 ba- House for sale
"701 Sheppard Ave W #612, Toronto, ON M3H 0B2","C$988,888",3 bds2 ba- Condo for sale
"162 Aldercrest Rd, Toronto, ON M8W 4J3","C$1,299,900",4 bds4 ba- House for sale
"19 Cole St #8, Toronto, ON M5A 4M6","C$899,999",3 bds3 ba- Townhouse for sale
"1940 Queen St E, Toronto, ON M4L 1H6","C$2,269,000",2 bds2 ba- House for sale
"75 Blackwell Ave #1, Toronto, ON M1B 1K5","C$574,800",4 bds2 ba- Townhouse for sale
"410 Queens Quay W #1513, Toronto, ON M5V 3T1","C$589,000",1 bd1 ba- Condo for sale
"8 Drummond St #416, Toronto, ON M8V 1Y8","C$499,900",1 bd1 ba- Townhouse for sale
"612 Bathurst St, Toronto, ON M5S 2R1","C$1,649,900",4 bds2 ba- House for sale
"10 Claybrooke St, Toronto, ON M6M 3P7","C$1,049,900",2 bds2 ba- House for sale
"75 Saint Nicholas St #309, Toronto, ON M4Y 0A5","C$705,000",1 bd1 ba- Condo for sale
"36 Moorecroft Cres, Toronto, ON M1K 3V1","C$849,000",3 bds2 ba- House for sale
"3 Everson Dr #669, Toronto, ON M2N 7C2","C$649,000",2 bds2 ba- Townhouse for sale
"473 Dupont St #4, Toronto, ON M6G 1Y6","C$949,000",2 bds2 ba- Condo for sale
"10 Parkway Forest Dr #1604, Toronto, ON M2J 1L3","C$459,900",2 bds1 ba- Condo for sale
"53 Regent St, Toronto, ON M6N 3N8","C$799,900",3 bds2 ba- House for sale
"132 Darcy St, Toronto, ON M5T 1K3","C$1,488,000",10 bds4 ba- House for sale
"525 Adelaide St W UNIT 1106, Toronto, ON M5V 0N7","C$999,900",3 bds2 ba- Condo for sale
"111 Elizabeth St #1218, Toronto, ON M5G 1P7","C$699,900",2 bds2 ba- Condo for sale
"271 Torbarrie Rd, Toronto, ON M3L 0E2","C$799,913",3 bds4 ba- Townhouse for sale
"25 Bamburgh Cir #432, Toronto, ON M1W 3W2","C$615,000",3 bds2 ba- Condo for sale
"83 Borough Dr #2005, Toronto, ON M1P 5E4","C$599,000",2 bds2 ba- Condo for sale
"160 Alton Towers Cir #209, Toronto, ON M1V 4X8","C$399,900",1 bd1 ba- Condo for sale
"42 Protea Gdns, Toronto, ON M2K 2W6","C$1,199,999",3 bds3 ba- Townhouse for sale
"215 Silver Springs Blvd, Toronto, ON M1V 1G5","C$898,000",6 bds4 ba- House for sale
"10 Tangreen Ct #1204, Toronto, ON M2M 4B9","C$635,000",3 bds2 ba- Condo for sale
"1101 Steeles Ave #410, Toronto, ON M2R 3W5","C$619,990",2 bds2 ba- Condo for sale
"30 Harrison Garden Blvd #2807, Toronto, ON M2N 2T3","C$709,000",2 bds2 ba- Condo for sale
"2800 Midland Ave #55, Toronto, ON M1S 3K7","C$688,000",4 bds3 ba- Condo for sale
"36 Lisgar St #1206W, Toronto, ON M6J 0C7","C$539,900",2 bds2 ba- Condo for sale
"901 Kennedy Rd #21, Toronto, ON M1K 2E9","C$550,000",2 bds2 ba- Condo for sale
"20 Fleming Cres, Toronto, ON M4G 2A8","C$1,949,000",4 bds2 ba- House for sale
"1328 Birchmount Rd #1803, Toronto, ON M1R 0B6","C$589,999",2 bds2 ba- Condo for sale
"25 Bella Vista Way, Toronto, ON M3M 3H8","C$899,900",5 bds4 ba- Condo for sale
"161 Concord Ave, Toronto, ON M6H 2P2","C$1,799,000",6 bds4 ba- House for sale
"399 Adelaide St W #LPH12, Toronto, ON M5V 1S1","C$649,900",2 bds1 ba- Condo for sale
"17 Cotton Ave, Toronto, ON M1K 1Z3","C$999,999",3 bds2 ba- House for sale
"131 Beecroft Rd #308, Toronto, ON M2N 6G9","C$839,900",2 bds2 ba- Condo for sale
"21 Nelson St #408, Toronto, ON M5V 3H9","C$599,000",1 bd1 ba- Condo for sale
"46 Day Ave, Toronto, ON M6E 3V9","C$799,999",3 bds2 ba- House for sale
"5 Valhalla Inn Rd #1506, Toronto, ON M9B 0B1","C$530,000",1 bd1 ba- Condo for sale
"238 Bonis Ave #1119, Toronto, ON M1T 3W7","C$499,000",2 bds2 ba- Condo for sale
"80 Queens Wharf Rd #503, Toronto, ON M5V 0J3","C$699,900",1 bd1 ba- Condo for sale
"75 Portland St #1001, Toronto, ON M5V 2M9","C$799,000",1 bd1 ba- Condo for sale
"33 Pendeen Ave, Toronto, ON M6N 2P4","C$699,000",2 bds2 ba- House for sale
"161 Roehampton Ave #1013, Toronto, ON M4P 0C8","C$599,000",1 bd2 ba- Condo for sale
"290 Adelaide St W #3803, Toronto, ON M5A 1N1","C$468,000",Studio1 ba- Condo for sale
"193 Islington Ave, Toronto, ON M8V 3B8","C$1,299,900",4 bds2 ba- House for sale
"342 Arlington Ave, Toronto, ON M6C 2Z9","C$1,379,000",3 bds2 ba- House for sale
"50 Thimble Berry Way #58, Toronto, ON M2H 3K7","C$699,000",3 bds3 ba- Townhouse for sale
"Diamond Plan, Park Place on Patricia","C$1,644,990+","3 bds3 ba3,205 sqft- New construction"
"111 Bathurst St #717, Toronto, ON M5V 0M9","C$839,000",2 bds1 ba- Condo for sale
"33 Pidgeon St, Toronto, ON M1L 0C8","C$899,000",4 bds4 ba- Townhouse for sale
"291 Ontario St #5, Toronto, ON M5A 2V8","C$699,999",2 bds1 ba- Condo for sale
"112 Rameau Dr, Toronto, ON M2H 1V4","C$1,298,888",3 bds2 ba- House for sale
"135 Mcintosh St, Toronto, ON M1N 3Y8","C$1,299,000",4 bds4 ba- House for sale
"602 A Wellington St W #8, Toronto, ON M5V 2X5","C$599,000",1 bd1 ba- Townhouse for sale
"550 Queens Quay W #112, Toronto, ON M5V 3M8","C$699,000",1 bd1 ba- Condo for sale
"710 Grandview Way #90, Toronto, ON M2N 6V5","C$1,188,000",3 bds3 ba- Townhouse for sale
"521 Rogers Rd, Toronto, ON M6M 1B4","C$996,900",4 bds3 ba- House for sale
"30 Meadowglen Pl #1707, Toronto, ON M1G 0A6","C$499,000",2 bds2 ba- Condo for sale
"188 Eglinton Ave E #310, Toronto, ON M4P 2X7","C$499,900",1 bd1 ba- Condo for sale
"135 Village Green Sq #1426, Toronto, ON M1S 0G4","C$449,000",1 bd1 ba- Condo for sale
"117 Cedarcrest Blvd, Toronto, ON M4B 2P4","C$899,900",2 bds2 ba- House for sale
"92 Hiltz Ave, Toronto, ON M4L 2N5","C$999,900",2 bds2 ba- House for sale
"145 Snowdon Ave, Toronto, ON M4N 2B1","C$1,895,000",3 bds2 ba- House for sale
"30 Mason Blvd, Toronto, ON M5M 3C7","C$5,499,900",4 bds7 ba- House for sale
"295 Adelaide St W #2106, Toronto, ON M5V 0L4","C$699,000",1 bd1 ba- Condo for sale
"361 Front St W #3210, Toronto, ON M5V 3R5","C$799,000",2 bds1 ba- Condo for sale
"50 Belleville St #20, Toronto, ON M4E 0A6","C$799,999",2 bds2 ba- Townhouse for sale
"30 Roehampton Ave #419, Toronto, ON M4P 0B9","C$938,000",2 bds2 ba- Condo for sale
"1050 The Queensway Rd #109, Toronto, ON M8Z 0A8","C$599,000",2 bds2 ba- Condo for sale
"38 Dan Leckie Way #627, Toronto, ON M5V 2V6","C$599,999",1 bd2 ba- Condo for sale
"15 Iceboat Ter #1216, Toronto, ON M5V 4A5","C$679,000",1 bd1 ba- Condo for sale
"82 Pachino Blvd, Toronto, ON M1R 4J9","C$1,195,000",3 bds3 ba- House for sale
"61 William Cragg Dr, Toronto, ON M3M 1T8","C$899,000",3 bds2 ba- House for sale
"43 Lonborough Ave, Toronto, ON M6M 1X2","C$799,000",2 bds2 ba- House for sale
"1342 Lawrence Ave W, Toronto, ON M6L 1A7","C$1,199,000",3 bds2 ba- House for sale
"251 Jarvis St #1009, Toronto, ON M5B 0C3","C$489,000",Studio1 ba- Condo for sale
"517 Donlands Ave, Toronto, ON M4J 3S4","C$1,199,900",3 bds2 ba- House for sale
"300 Front St W UNIT 810, Toronto, ON M5V 0E9","C$849,000",2 bds2 ba816 sqft- Condo for sale
"106 Dovercourt Rd #616, Toronto, ON M6J 0G4","C$1,499,900",2 bds2 ba- Condo for sale
"31 Benstrow Ave, Toronto, ON M9V 2Z7","C$1,299,999",3 bds4 ba- House for sale
"80 Quebec Ave #503, Toronto, ON M6P 4B7","C$699,900",1 bd1 ba- Condo for sale
"275 Homewood Ave, Toronto, ON M2R 2N4","C$1,399,000",3 bds2 ba- House for sale
"3865 Lake Shore Blvd W #1103, Toronto, ON M8W 0A2","C$749,900",3 bds2 ba- Condo for sale
"35 Parsonage Dr, Toronto, ON M1B 4J2","C$799,999",3 bds2 ba- House for sale
"165 Lascelles Blvd, Toronto, ON M5P 2E7","C$1,895,000",4 bds1 ba- House for sale
"23 Bramblebrook Ave, Toronto, ON M1V 2G1","C$999,000",3 bds3 ba- House for sale
"27 Lincoln Ave, Toronto, ON M6P 1M7","C$1,089,000",2 bds2 ba- House for sale
"8 Telegram Mews E #1603, Toronto, ON M5V 3Z5","C$1,149,000",2 bds2 ba- Condo for sale
"41 Dovercourt Rd #505, Toronto, ON M6J 0G6","C$959,900",2 bds2 ba- Condo for sale
"264 Seaton St #202, Toronto, ON M5A 2T4","C$1,099,000",2 bds1 ba- Condo for sale
"23 Sheppard Ave E #1204, Toronto, ON M2N 0C8","C$788,000",2 bds2 ba- Condo for sale
"75 Holmstead Ave, Toronto, ON M4B 1T3","C$699,000",2 bds1 ba- House for sale
"35 Habitant Dr, Toronto, ON M9M 2N7","C$869,900",4 bds2 ba- House for sale
"21 Island Rd #30, Toronto, ON M1C 0E4","C$599,000",4 bds3 ba- Townhouse for sale
"28 Nordale Cres, Toronto, ON M6M 3A1","C$1,099,900",4 bds3 ba- House for sale
"501 Saint Clair Ave W #1902, Toronto, ON M5P 0A2","C$727,000",1 bd1 ba- Condo for sale
"10 Navy Wharf Ct #3812, Toronto, ON M5V 3V2","C$1,139,800",2 bds2 ba- Condo for sale
"1131 Steeles Ave W #510, Toronto, ON M2R 3W8","C$612,500",2 bds2 ba- Condo for sale
"10 Northtown Way #709, Toronto, ON M2N 7L4","C$558,000",1 bd1 ba- Condo for sale
"1801 Bayview Ave #610, Toronto, ON M4G 4K2","C$599,900",1 bd1 ba- Condo for sale
"49 Farrell Ave, Toronto, ON M2R 1C7","C$1,099,000",4 bds5 ba- Townhouse for sale
"130 Carlton St UNIT 607, Toronto, ON M5A 4K3","C$1,599,000",2 bds2 ba- Condo for sale
"25 A Thistle Down Blvd, Toronto, ON M9V 4A6","C$699,000",5 bds4 ba- Condo for sale
"70 Forest Manor Rd #1912, Toronto, ON M2J 0A9","C$659,990",2 bds2 ba- Condo for sale
"175 Hilda Ave #812, Toronto, ON M2M 1V8","C$599,900",3 bds2 ba- Condo for sale
"210 Placentia Blvd, Toronto, ON M1S 4H4","C$799,000",4 bds3 ba- House for sale
"75 Dalhousie St #810, Toronto, ON M5B 2R9","C$588,500",1 bd1 ba- Condo for sale
"64 Talwood Dr, Toronto, ON M3B 2P5","C$1,390,000",4 bds2 ba- House for sale
"3075 Bridletowne Cir #15, Toronto, ON M1W 1S8","C$588,800",4 bds2 ba- Condo for sale
"39 Russett Ave, Toronto, ON M6H 3M4","C$1,399,000",5 bds3 ba- House for sale
"225 Village Green Sq #703, Toronto, ON M1S 0L7","C$639,000",2 bds2 ba- Condo for sale
"159 Dundas St E #1909, Toronto, ON M5B 0A9","C$550,000",1 bd1 ba- Condo for sale
"1 Market St #1105, Toronto, ON M5E 0A2","C$549,900",1 bd1 ba- Condo for sale
"48 Primula Cres, Toronto, ON M9L 1K2","C$899,000",4 bds2 ba- House for sale
"1056 Dufferin St, Toronto, ON M6H 4B6","C$1,049,990",6 bds3 ba- House for sale
"92 Montressor Dr, Toronto, ON M2P 1Z4","C$2,795,000",3 bds4 ba- House for sale
"238 Wellesworth Dr, Toronto, ON M9C 4S6","C$1,199,888",3 bds2 ba- House for sale
"23 Melva Cres, Toronto, ON M1V 1A4","C$1,188,000",6 bds4 ba- House for sale
"133 Port Royal Trl, Toronto, ON M1V 2H4","C$999,000",6 bds4 ba- House for sale
"25 Grenville St #1201, Toronto, ON M4Y 2X5","C$569,000",2 bds1 ba- Condo for sale
"4005 Don Mills Rd #344, Toronto, ON M2H 3J9","C$599,999",3 bds2 ba- Condo for sale
"19 Rosebank Dr #1102, Toronto, ON M1B 5Z2","C$669,000",3 bds3 ba- Condo for sale
"100 Mornelle Ct #1094, Toronto, ON M1E 4X2","C$449,900",3 bds2 ba- Condo for sale
"1485 Birchmount Rd #318, Toronto, ON M1P 0C7","C$599,000",3 bds2 ba- Condo for sale
"320 Richmond St E #503, Toronto, ON M5A 1P9","C$638,000",2 bds2 ba- Condo for sale
"116 Parkmount Rd, Toronto, ON M4J 4V4","C$849,900",2 bds1 ba- House for sale
"1148 Glengrove Ave, Toronto, ON M6B 2K4","C$1,099,000",3 bds2 ba- House for sale
"1369 Bloor St W #1301, Toronto, ON M6P 4J4","C$699,000",2 bds2 ba- Condo for sale
"225 Sherway Gardens Rd #2803, Toronto, ON M9C 0A3","C$500,000",1 bd1 ba- Condo for sale
"179 Brighton Ave, Toronto, ON M3H 4E3","C$1,488,000",3 bds3 ba- House for sale
"25 Carlton St #1202, Toronto, ON M5B 1L4","C$599,000",1 bd1 ba- Condo for sale
"10 Markbrook Ln #1505, Toronto, ON M9V 5E3","C$499,500",2 bds2 ba- Condo for sale
"50 Scarborough Golf Clu Rd #124, Toronto, ON M1M 3T5","C$450,000",3 bds2 ba- Townhouse for sale
"394 Main St, Toronto, ON M4C 4X8","C$999,900",3 bds2 ba- House for sale
"33 Shore Breeze Dr #1105, Toronto, ON M8V 0G1","C$499,900",1 bd1 ba- Condo for sale
"55 Green Lanes Dr, Toronto, ON M8Z 4V8","C$1,249,800",2 bds4 ba- House for sale
"715 Don Mills Rd #2605, Toronto, ON M3C 1S5","C$425,000",1 bd1 ba- Condo for sale
"4062 Lawrence Ave #306, Toronto, ON M1E 4V5","C$349,000",3 bds2 ba- Condo for sale
"950 Glencairn Ave, Toronto, ON M6B 2A7","C$1,988,888",3 bds3 ba- House for sale
"15 Zorra St #7, Toronto, ON M8Z 0C1","C$725,000",2 bds2 ba- Condo for sale
"121 Sherwood Ave, Toronto, ON M4P 2A6","C$3,295,000",3 bds4 ba- House for sale
"40 Goodall Dr, Toronto, ON M1B 5E3","C$849,000",3 bds2 ba- House for sale
"226 Galloway Rd, Toronto, ON M1E 1X4","C$899,900",4 bds3 ba- House for sale
"30 Meadowglen Pl #LPH2802, Toronto, ON M1G 0A6","C$549,000",1 bd2 ba- Condo for sale
"318 Richmond St W #510, Toronto, ON M5V 0B4","C$699,999",1 bd1 ba- Condo for sale
"297 College St #1512, Toronto, ON M5T 0C2","C$675,000",1 bd1 ba- Condo for sale
"397 Front St W SPACE H-1, Toronto, ON M5V 3S1","C$1,298,000",2 bds3 ba- Condo for sale
"50 Commons Dr, Toronto, ON M1T 1E4","C$1,190,000",3 bds2 ba- House for sale
"20 Joe Shuster Way #1010, Toronto, ON M6K 0A3","C$579,000",2 bds1 ba- Condo for sale
"551 The West Mall #1012, Toronto, ON M9C 1G7","C$475,000",2 bds1 ba- Condo for sale
"119 King St, Toronto, ON M9N 1L6","C$849,900",2 bds2 ba- House for sale
"111 Bathurst St #1213, Toronto, ON M5V 0M9","C$585,000",1 bd1 ba- Condo for sale
"555 Donlands Ave, Toronto, ON M4J 3S4","C$1,289,000",3 bds4 ba- House for sale
"11 Thorncliffe Park Dr #7, Toronto, ON M4H 1P3","C$595,000",2 bds2 ba- Condo for sale
"87 Glen Watford Dr, Toronto, ON M1S 2C6","C$1,388,000",3 bds2 ba- House for sale
"33 University Ave #1601, Toronto, ON M5J 2S7","C$559,900",1 bd2 ba- Condo for sale
"2045 Lake Shore Blvd W #3305, Toronto, ON M8V 2Z6","C$2,599,000",3 bds3 ba- Condo for sale
"5580 Sheppard Ave E #105, Toronto, ON M1B 2L3","C$399,000",1 bd1 ba- Condo for sale
"88 Blue Jays Way #1211, Toronto, ON M5V 0L7","C$538,000",Studio1 ba- Condo for sale
"38 Lee Centre Dr UNIT 2711, Toronto, ON M1H 3J7","C$429,900",1 bd1 ba- Condo for sale
"170 Fort York Blvd #P3-102, Toronto, ON M5V 0E6","C$39,995",Studio-- ba- Condo for sale
"3 Everson Dr #142, Toronto, ON M2N 7C2","C$669,999",2 bds2 ba- Townhouse for sale
"3 Massey Sq #1705, Toronto, ON M4C 5L5","C$459,900",2 bds1 ba- Condo for sale
"565 Wilson Ave PENTHOUSE 1308W, Toronto, ON M3H 0C6","C$1,099,888",2 bds3 ba- Condo for sale
"170 Cummer Ave, Toronto, ON M2M 2E7","C$2,969,900",4 bds5 ba- House for sale
"89 Valley Centre Dr, Toronto, ON M1X 1H2","C$865,000",4 bds4 ba- House for sale
"225 Wellesley St E #912, Toronto, ON M4X 1X8","C$599,000",2 bds2 ba- Condo for sale
"124 Marion St, Toronto, ON M6R 1E7","C$1,600,000",3 bds1 ba- House for sale
"30 Saint Hildas Ave, Toronto, ON M4N 2P4","C$2,895,000",4 bds5 ba- House for sale
"38 Lissom Cres, Toronto, ON M2R 2P1","C$1,699,000",3 bds4 ba- House for sale
"380 Dixon Rd #2403, Toronto, ON M9R 1T3","C$349,900",1 bd1 ba- Condo for sale
"1331 Queen St E UNIT 507, Toronto, ON M4L 1C6","C$1,200,900",2 bds2 ba- Condo for sale
"35 B Butterworth Ave, Toronto, ON M1L 1H2","C$1,450,000",4 bds4 ba- House for sale
"1030 Sheppard Ave #614, Toronto, ON M3H 6C1","C$599,888",2 bds2 ba- Condo for sale
"37 Wilmar Rd, Toronto, ON M9B 3R8","C$999,000",2 bds2 ba- House for sale
"811 Dovercourt Rd, Toronto, ON M6H 2X4","C$899,000",3 bds2 ba- House for sale
"530 Douglas Ave, Toronto, ON M5M 1H5","C$2,949,000",4 bds5 ba- House for sale
"142 Widdicombe Hill Blvd #522, Toronto, ON M9R 0A9","C$649,000",2 bds2 ba- Townhouse for sale
"42 Leopold St, Toronto, ON M6K 1J9","C$1,545,000",4 bds3 ba- House for sale
"15 Brumwell St, Toronto, ON M1C 2K7","C$1,700,000",3 bds4 ba- House for sale
"181 Ridley Blvd, Toronto, ON M5M 3M4","C$3,298,000",5 bds5 ba- House for sale
"452 Scarborough Golf Clu Rd #605, Toronto, ON M1G 1H1","C$439,900",2 bds2 ba- Condo for sale
"110 Malvern St, Toronto, ON M1B 2V4","C$679,999",4 bds4 ba- Condo for sale
"993 Queen St W #207, Toronto, ON M6J 1H2","C$1,150,000",1 bd1 ba- Condo for sale
"38 Lee Center Dr #709, Toronto, ON M1H 3J7","C$499,000",2 bds2 ba- Condo for sale
"90 Malvern St, Toronto, ON M1B 2V4","C$679,999",3 bds4 ba- Condo for sale
"8 Hillcrest Ave UNIT 2910, Toronto, ON M2N 6Y6","C$808,800",2 bds2 ba- Condo for sale
"77 Song Meadoway, Toronto, ON M2H 2T9","C$749,000",5 bds2 ba- Condo for sale
"26 Norton Ave #1605, Toronto, ON M2N 0H6","C$639,000",2 bds1 ba- Condo for sale
"1470 Midland Ave UNIT 2004, Toronto, ON M1P 4Z4","C$480,000",2 bds2 ba- Condo for sale
"22 Saugeen Cres, Toronto, ON M1K 3M9","C$899,900",6 bds4 ba- House for sale
"21 Ada Cres, Toronto, ON M1P 4A9","C$939,000",6 bds2 ba- House for sale
"21 Winding Ct, Toronto, ON M1C 4X6","C$1,499,000",6 bds6 ba- House for sale
"65 Glenshaw Cres, Toronto, ON M4B 2E1","C$2,599,000",4 bds5 ba- House for sale
"955 Bay St #302, Toronto, ON M5S 0C6","C$699,900",2 bds2 ba- Condo for sale
"188 Doris Ave #1514, Toronto, ON M2N 6Z5","C$559,000",1 bd2 ba- Condo for sale
"75 Emmett Ave #503, Toronto, ON M6M 5A7","C$599,900",4 bds2 ba- Condo for sale
"710 Humberwood Blvd PENTHOUSE 5, Toronto, ON M9W 7J5","C$749,000",4 bds3 ba- Condo for sale
"36 Park Lawn Rd #2201, Toronto, ON M8V 0E5","C$599,000",2 bds1 ba- Condo for sale
"455 Sentinel Rd #308, Toronto, ON M3J 1V5","C$469,000",2 bds1 ba- Condo for sale
"15 Applewood Ln #92, Toronto, ON M9C 0C1","C$789,999",3 bds3 ba- Townhouse for sale
"40 Rosehill Ave #804, Toronto, ON M4T 1G5","C$1,888,000",3 bds3 ba- Condo for sale
"142 Barton Ave, Toronto, ON M6G 1R2","C$2,800,000",4 bds5 ba- House for sale
"7 B Ventnor Ave, Toronto, ON M4C 2Z6","C$1,375,000",3 bds3 ba- House for sale
"25 Greenview Ave #2224, Toronto, ON M2M 0A5","C$649,000",1 bd1 ba- Condo for sale
"714 The West Mall #507, Toronto, ON M9C 4X1","C$549,000",1 bd1 ba- Condo for sale
"156 Thistle Down Blvd, Toronto, ON M9V 1K1","C$1,088,800",4 bds2 ba- House for sale
"48 Brenda Cres, Toronto, ON M1K 3C6","C$1,099,000",3 bds3 ba- House for sale
"75 Haslam St, Toronto, ON M1N 3N8","C$799,900",3 bds3 ba- House for sale
"6 Ashbury Ave, Toronto, ON M6E 1V7","C$799,999",3 bds3 ba- House for sale
"10 Parkway Forest Dr #1012, Toronto, ON M2J 1L3","C$489,900",2 bds2 ba- Condo for sale
"7 Mabelle Ave #303, Toronto, ON M9A 0C9","C$516,900",1 bd1 ba- Condo for sale
